Agent,attribute,a_score
BrowserUse_CLOUD,doNotTrack,0.1429
BrowserUse_CLOUD,permissions_background-sync,0.7987
BrowserUse_CLOUD,detailChrome_loadTimes,0.1884
BrowserUse_CLOUD,sec-fetch-mode,0.0
BrowserUse_CLOUD,battery_onchargingchange,0.0
BrowserUse_CLOUD,origin,0.893
BrowserUse_CLOUD,screen_availLeft,0.5194
BrowserUse_CLOUD,content-length,0.9988
BrowserUse_CLOUD,connection-js_saveData,0.1361
BrowserUse_CLOUD,webGLRendererException,0.5357
BrowserUse_CLOUD,connection,0.0
BrowserUse_CLOUD,multiMediaDevices_micros,0.2484
BrowserUse_CLOUD,cf-visitor,0.0
BrowserUse_CLOUD,client_height,0.929
BrowserUse_CLOUD,buildID,0.1361
BrowserUse_CLOUD,cf-ray,0.0
BrowserUse_CLOUD,detailChrome,0.1361
BrowserUse_CLOUD,sec-ch-ua-platform,0.8912
BrowserUse_CLOUD,detailChrome_csi,0.1884
BrowserUse_CLOUD,permissions_persistent-storage,0.7987
BrowserUse_CLOUD,userAgentData_wow64,0.4768
BrowserUse_CLOUD,keyboard,0.9034
BrowserUse_CLOUD,userAgentData_architecture,0.7088
BrowserUse_CLOUD,audioFormats_audio/x-mpegurl,0.1884
BrowserUse_CLOUD,detailChrome_app,0.1884
BrowserUse_CLOUD,resOverflow,0.0
BrowserUse_CLOUD,audioFormats_audio/flac,0.1361
BrowserUse_CLOUD,productSub,0.1361
BrowserUse_CLOUD,connection-js_type,0.1047
BrowserUse_CLOUD,connection-js_effectiveType,0.1634
BrowserUse_CLOUD,accept-encoding,0.0403
BrowserUse_CLOUD,screen_depth,0.4956
BrowserUse_CLOUD,permissions_magnetometer,0.7987
BrowserUse_CLOUD,cf-connecting-ip,0.0
BrowserUse_CLOUD,screen_width,0.6424
BrowserUse_CLOUD,referer,0.0403
BrowserUse_CLOUD,signature-input,0.0523
BrowserUse_CLOUD,screen_top,0.1361
BrowserUse_CLOUD,userAgentData_fullVersionList,0.8265
BrowserUse_CLOUD,window_device_pixel_ratio,0.5276
BrowserUse_CLOUD,battery,0.1361
BrowserUse_CLOUD,resOverflow_depth,0.9664
BrowserUse_CLOUD,battery_onchargingtimechange,0.0
BrowserUse_CLOUD,userAgentData_brands,0.6388
BrowserUse_CLOUD,screen_height,0.6424
BrowserUse_CLOUD,userAgentData_formFactors,0.4878
BrowserUse_CLOUD,sec-ch-ua,0.5556
BrowserUse_CLOUD,upgrade-insecure-requests,0.0
BrowserUse_CLOUD,multiMediaDevices_speakers,0.3543
BrowserUse_CLOUD,permissions_push,0.1361
BrowserUse_CLOUD,permissions_notifications,0.7987
BrowserUse_CLOUD,permissions_clipboard-write,0.7987
BrowserUse_CLOUD,userAgentData,0.5133
BrowserUse_CLOUD,hardwareConcurrency,0.8085
BrowserUse_CLOUD,battery_chargingTime,0.5904
BrowserUse_CLOUD,battery_charging,0.4412
BrowserUse_CLOUD,battery_dischargingTime,0.3261
BrowserUse_CLOUD,navigator_properties_hash,0.8992
BrowserUse_CLOUD,audioFormats_audio/3gpp,0.1659
BrowserUse_CLOUD,cf-ipcountry,0.0
BrowserUse_CLOUD,userAgentData_bitness,0.4878
BrowserUse_CLOUD,plugins,0.339
BrowserUse_CLOUD,window_outer_height,0.9825
BrowserUse_CLOUD,deviceMemory,0.1428
BrowserUse_CLOUD,battery_level,0.716
BrowserUse_CLOUD,sec-fetch-site,0.0
BrowserUse_CLOUD,resOverflow_errorStacklength,0.8946
BrowserUse_CLOUD,window_inner_width,0.8853
BrowserUse_CLOUD,connection-js,0.1361
BrowserUse_CLOUD,alt-used,0.0153
BrowserUse_CLOUD,userAgent-js,0.9452
BrowserUse_CLOUD,detailChrome_sendMessage,0.2287
BrowserUse_CLOUD,hasChrome,0.1361
BrowserUse_CLOUD,connection-js_rtt,0.9085
BrowserUse_CLOUD,permissions,0.0
BrowserUse_CLOUD,connection-js_downlinkMax,0.0
BrowserUse_CLOUD,cdn-loop,0.0
BrowserUse_CLOUD,audioContext_state,0.6739
BrowserUse_CLOUD,multiMediaDevices,0.0024
BrowserUse_CLOUD,detailChrome_runtime,0.2287
BrowserUse_CLOUD,"videoFormats_video/ogg; codecs=""opus""",0.1361
BrowserUse_CLOUD,permissions_camera,0.7987
BrowserUse_CLOUD,multiMediaDevices_webcams,0.2768
BrowserUse_CLOUD,permissions_accelerometer,0.7987
BrowserUse_CLOUD,resOverflow_errorMessage,0.1361
BrowserUse_CLOUD,userAgentData_model,0.0
BrowserUse_CLOUD,videoFormats,0.0
BrowserUse_CLOUD,screen_pixel_depth,0.4956
BrowserUse_CLOUD,user-agent,0.9452
BrowserUse_CLOUD,audioFormats,0.0
BrowserUse_CLOUD,screen_availWidth,0.6955
BrowserUse_CLOUD,navigator_properties,0.0
BrowserUse_CLOUD,permissions_microphone,0.7987
BrowserUse_CLOUD,webDriverValue,0.3736
BrowserUse_CLOUD,sec-fetch-dest,0.0
BrowserUse_CLOUD,screen_availTop,0.8187
BrowserUse_CLOUD,window_outer_width,0.9782
BrowserUse_CLOUD,battery_ondischargingtimechange,0.0
BrowserUse_CLOUD,audioFormats_audio/aac,0.1361
BrowserUse_CLOUD,x-forwarded-proto,0.0
BrowserUse_CLOUD,gyroscope,0.1361
BrowserUse_CLOUD,accept,0.0403
BrowserUse_CLOUD,userAgentData_platformVersion,0.6878
BrowserUse_CLOUD,screen_availHeight,0.9824
BrowserUse_CLOUD,languages-js,0.2963
BrowserUse_CLOUD,audioFormats_audio/mpeg,0.1361
BrowserUse_CLOUD,platform,0.9114
BrowserUse_CLOUD,sec-ch-ua-mobile,0.1361
BrowserUse_CLOUD,timezone,0.8972
BrowserUse_CLOUD,accept-language,0.2238
BrowserUse_CLOUD,sec-ch-ua-form-factors,0.0403
BrowserUse_CLOUD,content-type,0.0
BrowserUse_CLOUD,userAgentData_platform,0.8131
BrowserUse_CLOUD,detailChrome_webstore,0.1361
BrowserUse_CLOUD,audioContext,0.0
BrowserUse_CLOUD,signature-agent,0.0523
BrowserUse_CLOUD,permissions_payment-handler,0.7987
BrowserUse_CLOUD,navigator_properties_total,0.8992
BrowserUse_CLOUD,detailChrome_connect,0.2287
BrowserUse_CLOUD,sec-fetch-user,0.0
BrowserUse_CLOUD,battery_onlevelchange,0.0
BrowserUse_CLOUD,etsl,0.1361
BrowserUse_CLOUD,vendor,0.1361
BrowserUse_CLOUD,client_width,0.9343
BrowserUse_CLOUD,resOverflow_errorName,0.1361
BrowserUse_CLOUD,permissions_clipboard-read,0.7987
BrowserUse_CLOUD,window_inner_height,0.9537
BrowserUse_CLOUD,connection-js_downlink,0.9124
BrowserUse_CLOUD,window_screenX,0.7094
BrowserUse_CLOUD,cookie_behavior,0.4372
ChatGPT Agent,iframeChrome,0.1295
ChatGPT Agent,userAgentData_mobile,0.4777
ChatGPT Agent,chromeRuntimeProps,0.6605
ChatGPT Agent,audioContext_sampleRate,0.6192
ChatGPT Agent,permissions_midi,0.9234
ChatGPT Agent,host,0.0
ChatGPT Agent,permissions_geolocation,0.9234
ChatGPT Agent,dnt,0.0383
ChatGPT Agent,priority,0.6521
ChatGPT Agent,signature,1.0
ChatGPT Agent,screen_left,0.1295
ChatGPT Agent,doNotTrack,0.0644
ChatGPT Agent,permissions_background-sync,0.7939
ChatGPT Agent,detailChrome_loadTimes,1.0
ChatGPT Agent,sec-fetch-mode,0.0
ChatGPT Agent,battery_onchargingchange,0.0
ChatGPT Agent,origin,0.8989
ChatGPT Agent,screen_availLeft,0.2146
ChatGPT Agent,content-length,0.9997
ChatGPT Agent,connection-js_saveData,0.1295
ChatGPT Agent,webGLRendererException,0.8867
ChatGPT Agent,connection,0.0
ChatGPT Agent,multiMediaDevices_micros,0.836
ChatGPT Agent,cf-visitor,0.0
ChatGPT Agent,client_height,0.9961
ChatGPT Agent,buildID,0.1295
ChatGPT Agent,cf-ray,0.0
ChatGPT Agent,detailChrome,0.1295
ChatGPT Agent,sec-ch-ua-platform,0.8628
ChatGPT Agent,detailChrome_csi,1.0
ChatGPT Agent,permissions_persistent-storage,0.9234
ChatGPT Agent,userAgentData_wow64,0.4777
ChatGPT Agent,keyboard,0.5418
ChatGPT Agent,userAgentData_architecture,0.8501
ChatGPT Agent,audioFormats_audio/x-mpegurl,0.8705
ChatGPT Agent,detailChrome_app,1.0
ChatGPT Agent,resOverflow,0.0
ChatGPT Agent,audioFormats_audio/flac,0.1295
ChatGPT Agent,productSub,0.1295
ChatGPT Agent,connection-js_type,0.0996
ChatGPT Agent,connection-js_effectiveType,0.1556
ChatGPT Agent,accept-encoding,0.0383
ChatGPT Agent,screen_depth,0.2375
ChatGPT Agent,permissions_magnetometer,0.7939
ChatGPT Agent,cf-connecting-ip,0.0
ChatGPT Agent,screen_width,0.9234
ChatGPT Agent,referer,0.0383
ChatGPT Agent,signature-input,1.0
ChatGPT Agent,screen_top,0.1295
ChatGPT Agent,userAgentData_fullVersionList,0.5762
ChatGPT Agent,window_device_pixel_ratio,1.0
ChatGPT Agent,battery,0.1295
ChatGPT Agent,resOverflow_depth,1.0
ChatGPT Agent,battery_onchargingtimechange,0.0
ChatGPT Agent,userAgentData_brands,0.8501
ChatGPT Agent,screen_height,1.0
ChatGPT Agent,userAgentData_formFactors,0.5762
ChatGPT Agent,sec-ch-ua,1.0
ChatGPT Agent,upgrade-insecure-requests,0.0
ChatGPT Agent,multiMediaDevices_speakers,0.7149
ChatGPT Agent,permissions_push,0.1295
ChatGPT Agent,permissions_notifications,0.8421
ChatGPT Agent,permissions_clipboard-write,0.7939
ChatGPT Agent,userAgentData,0.5143
ChatGPT Agent,hardwareConcurrency,1.0
ChatGPT Agent,battery_chargingTime,0.3862
ChatGPT Agent,battery_charging,0.236
ChatGPT Agent,battery_dischargingTime,0.0958
ChatGPT Agent,navigator_properties_hash,1.0
ChatGPT Agent,audioFormats_audio/3gpp,0.1579
ChatGPT Agent,cf-ipcountry,0.0
ChatGPT Agent,userAgentData_bitness,0.5762
ChatGPT Agent,plugins,1.0
ChatGPT Agent,window_outer_height,1.0
ChatGPT Agent,deviceMemory,0.1303
ChatGPT Agent,battery_level,0.4544
ChatGPT Agent,sec-fetch-site,0.0
ChatGPT Agent,resOverflow_errorStacklength,0.7471
ChatGPT Agent,window_inner_width,0.8092
ChatGPT Agent,connection-js,0.1295
ChatGPT Agent,alt-used,0.0146
ChatGPT Agent,userAgent-js,1.0
ChatGPT Agent,detailChrome_sendMessage,0.9617
ChatGPT Agent,hasChrome,0.1295
ChatGPT Agent,connection-js_rtt,0.7019
ChatGPT Agent,permissions,0.0
ChatGPT Agent,connection-js_downlinkMax,0.0
ChatGPT Agent,cdn-loop,0.0
ChatGPT Agent,audioContext_state,0.4263
ChatGPT Agent,multiMediaDevices,0.0023
ChatGPT Agent,detailChrome_runtime,0.9617
ChatGPT Agent,"videoFormats_video/ogg; codecs=""opus""",0.1295
ChatGPT Agent,permissions_camera,0.9234
ChatGPT Agent,multiMediaDevices_webcams,0.8245
ChatGPT Agent,permissions_accelerometer,0.7939
ChatGPT Agent,resOverflow_errorMessage,0.1295
ChatGPT Agent,userAgentData_model,0.0
ChatGPT Agent,videoFormats,0.0
ChatGPT Agent,screen_pixel_depth,0.2375
ChatGPT Agent,user-agent,1.0
ChatGPT Agent,audioFormats,0.0
ChatGPT Agent,screen_availWidth,0.9234
ChatGPT Agent,navigator_properties,0.0
ChatGPT Agent,permissions_microphone,0.9234
ChatGPT Agent,webDriverValue,0.9234
ChatGPT Agent,sec-fetch-dest,0.0
ChatGPT Agent,screen_availTop,0.2544
ChatGPT Agent,window_outer_width,0.9617
ChatGPT Agent,battery_ondischargingtimechange,0.0
ChatGPT Agent,audioFormats_audio/aac,0.1295
ChatGPT Agent,x-forwarded-proto,0.0
ChatGPT Agent,gyroscope,0.1295
ChatGPT Agent,accept,0.0383
ChatGPT Agent,userAgentData_platformVersion,0.6907
ChatGPT Agent,screen_availHeight,1.0
ChatGPT Agent,languages-js,0.6023
ChatGPT Agent,audioFormats_audio/mpeg,0.1295
ChatGPT Agent,platform,0.7012
ChatGPT Agent,sec-ch-ua-mobile,0.1295
ChatGPT Agent,timezone,0.9341
ChatGPT Agent,accept-language,0.6122
ChatGPT Agent,sec-ch-ua-form-factors,0.0383
ChatGPT Agent,content-type,0.0
ChatGPT Agent,userAgentData_platform,0.7961
ChatGPT Agent,detailChrome_webstore,0.1295
ChatGPT Agent,audioContext,0.0
ChatGPT Agent,signature-agent,1.0
ChatGPT Agent,permissions_payment-handler,0.7939
ChatGPT Agent,navigator_properties_total,0.9234
ChatGPT Agent,detailChrome_connect,0.9617
ChatGPT Agent,sec-fetch-user,0.0
ChatGPT Agent,battery_onlevelchange,0.0
ChatGPT Agent,etsl,0.1295
ChatGPT Agent,vendor,0.1295
ChatGPT Agent,client_width,0.919
ChatGPT Agent,resOverflow_errorName,0.1295
ChatGPT Agent,permissions_clipboard-read,0.7939
ChatGPT Agent,window_inner_height,1.0
ChatGPT Agent,connection-js_downlink,0.9272
ChatGPT Agent,window_screenX,0.3441
ChatGPT Agent,cookie_behavior,0.8866
Human,iframeChrome,0.5
Human,userAgentData_mobile,0.5
Human,chromeRuntimeProps,0.382
Human,audioContext_sampleRate,0.4575
Human,permissions_midi,0.4083
Human,host,0.0
Human,permissions_geolocation,0.4459
Human,dnt,0.0376
Human,priority,0.6951
Human,signature,0.0489
Human,screen_left,0.528
Human,doNotTrack,0.0632
Human,permissions_background-sync,0.6421
Human,detailChrome_loadTimes,0.5244
Human,sec-fetch-mode,0.0
Human,battery_onchargingchange,0.0
Human,origin,0.9
Human,screen_availLeft,0.5814
Human,content-length,0.9989
Human,connection-js_saveData,0.5
Human,webGLRendererException,0.7075
Human,connection,0.0
Human,multiMediaDevices_micros,0.269
Human,cf-visitor,0.0
Human,client_height,0.993
Human,buildID,0.5
Human,cf-ray,0.0
Human,detailChrome,0.5
Human,sec-ch-ua-platform,0.6549
Human,detailChrome_csi,0.5244
Human,permissions_persistent-storage,0.4083
Human,userAgentData_wow64,0.5
Human,keyboard,0.7686
Human,userAgentData_architecture,0.5504
Human,audioFormats_audio/x-mpegurl,0.5
Human,detailChrome_app,0.5244
Human,resOverflow,0.0
Human,audioFormats_audio/flac,0.5
Human,productSub,0.5
Human,connection-js_type,0.0977
Human,connection-js_effectiveType,0.5128
Human,accept-encoding,0.0376
Human,screen_depth,0.2331
Human,permissions_magnetometer,0.6421
Human,cf-connecting-ip,0.0
Human,screen_width,0.6495
Human,referer,0.0376
Human,signature-input,0.0489
Human,screen_top,0.5
Human,userAgentData_fullVersionList,0.6504
Human,window_device_pixel_ratio,0.1658
Human,battery,0.5
Human,resOverflow_depth,0.877
Human,battery_onchargingtimechange,0.0
Human,userAgentData_brands,0.6139
Human,screen_height,0.6495
Human,userAgentData_formFactors,0.5
Human,sec-ch-ua,0.6959
Human,upgrade-insecure-requests,0.0
Human,multiMediaDevices_speakers,0.5237
Human,permissions_push,0.5
Human,permissions_notifications,0.5632
Human,permissions_clipboard-write,0.6421
Human,userAgentData,0.6658
Human,hardwareConcurrency,0.3376
Human,battery_chargingTime,0.6626
Human,battery_charging,0.722
Human,battery_dischargingTime,0.3148
Human,navigator_properties_hash,0.6829
Human,audioFormats_audio/3gpp,0.1549
Human,cf-ipcountry,0.0
Human,userAgentData_bitness,0.5
Human,plugins,0.3165
Human,window_outer_height,0.9574
Human,deviceMemory,0.5004
Human,battery_level,0.8403
Human,sec-fetch-site,0.0
Human,resOverflow_errorStacklength,0.8118
Human,window_inner_width,0.9756
Human,connection-js,0.5
Human,alt-used,0.475
Human,userAgent-js,0.8447
Human,detailChrome_sendMessage,0.5432
Human,hasChrome,0.5
Human,connection-js_rtt,0.8741
Human,permissions,0.0
Human,connection-js_downlinkMax,0.0
Human,cdn-loop,0.0
Human,audioContext_state,0.4182
Human,multiMediaDevices,0.075
Human,detailChrome_runtime,0.5432
Human,"videoFormats_video/ogg; codecs=""opus""",0.5
Human,permissions_camera,0.4083
Human,multiMediaDevices_webcams,0.2795
Human,permissions_accelerometer,0.6421
Human,resOverflow_errorMessage,0.5
Human,userAgentData_model,0.0
Human,videoFormats,0.0
Human,screen_pixel_depth,0.2331
Human,user-agent,0.8447
Human,audioFormats,0.0
Human,screen_availWidth,0.7244
Human,navigator_properties,0.0
Human,permissions_microphone,0.4083
Human,webDriverValue,0.3489
Human,sec-fetch-dest,0.0
Human,screen_availTop,0.2808
Human,window_outer_width,0.9909
Human,battery_ondischargingtimechange,0.0
Human,audioFormats_audio/aac,0.5
Human,x-forwarded-proto,0.0
Human,gyroscope,0.5
Human,accept,0.0376
Human,userAgentData_platformVersion,0.1662
Human,screen_availHeight,0.7673
Human,languages-js,0.4291
Human,audioFormats_audio/mpeg,0.5
Human,platform,0.2594
Human,sec-ch-ua-mobile,0.5
Human,timezone,0.3902
Human,accept-language,0.5648
Human,sec-ch-ua-form-factors,0.0376
Human,content-type,0.0
Human,userAgentData_platform,0.5808
Human,detailChrome_webstore,0.5
Human,audioContext,0.0
Human,signature-agent,0.0489
Human,permissions_payment-handler,0.6421
Human,navigator_properties_total,0.6829
Human,detailChrome_connect,0.5432
Human,sec-fetch-user,0.0
Human,battery_onlevelchange,0.0
Human,etsl,0.5
Human,vendor,0.5
Human,client_width,0.9942
Human,resOverflow_errorName,0.5
Human,permissions_clipboard-read,0.6421
Human,window_inner_height,0.9735
Human,connection-js_downlink,0.9016
Human,window_screenX,0.6564
Human,cookie_behavior,0.8699
BrowserUse_LOCAL,iframeChrome,0.1363
BrowserUse_LOCAL,userAgentData_mobile,0.4739
BrowserUse_LOCAL,chromeRuntimeProps,0.4529
BrowserUse_LOCAL,audioContext_sampleRate,0.6516
BrowserUse_LOCAL,permissions_midi,0.8
BrowserUse_LOCAL,host,0.0
BrowserUse_LOCAL,permissions_geolocation,0.8
BrowserUse_LOCAL,dnt,0.0403
BrowserUse_LOCAL,priority,0.5548
BrowserUse_LOCAL,signature,0.0524
BrowserUse_LOCAL,screen_left,0.1363
BrowserUse_LOCAL,doNotTrack,0.0677
BrowserUse_LOCAL,permissions_background-sync,0.8
BrowserUse_LOCAL,detailChrome_loadTimes,0.1887
BrowserUse_LOCAL,sec-fetch-mode,0.0
BrowserUse_LOCAL,battery_onchargingchange,0.0
BrowserUse_LOCAL,origin,0.8932
BrowserUse_LOCAL,screen_availLeft,0.9984
BrowserUse_LOCAL,content-length,0.9981
BrowserUse_LOCAL,connection-js_saveData,0.1363
BrowserUse_LOCAL,webGLRendererException,0.5309
BrowserUse_LOCAL,connection,0.0
BrowserUse_LOCAL,multiMediaDevices_micros,0.2274
BrowserUse_LOCAL,cf-visitor,0.0
BrowserUse_LOCAL,client_height,0.9365
BrowserUse_LOCAL,buildID,0.1363
BrowserUse_LOCAL,cf-ray,0.0
BrowserUse_LOCAL,detailChrome,0.1363
BrowserUse_LOCAL,sec-ch-ua-platform,0.4685
BrowserUse_LOCAL,detailChrome_csi,0.1887
BrowserUse_LOCAL,permissions_persistent-storage,0.8
BrowserUse_LOCAL,userAgentData_wow64,0.4739
BrowserUse_LOCAL,keyboard,0.871
BrowserUse_LOCAL,userAgentData_architecture,0.5488
BrowserUse_LOCAL,audioFormats_audio/x-mpegurl,0.1887
BrowserUse_LOCAL,detailChrome_app,0.1887
BrowserUse_LOCAL,resOverflow,0.0
BrowserUse_LOCAL,audioFormats_audio/flac,0.1363
BrowserUse_LOCAL,productSub,0.1363
BrowserUse_LOCAL,connection-js_type,1.0
BrowserUse_LOCAL,connection-js_effectiveType,0.1637
BrowserUse_LOCAL,accept-encoding,0.0403
BrowserUse_LOCAL,screen_depth,0.25
BrowserUse_LOCAL,permissions_magnetometer,0.8
BrowserUse_LOCAL,cf-connecting-ip,0.0
BrowserUse_LOCAL,screen_width,0.3726
BrowserUse_LOCAL,referer,0.0403
BrowserUse_LOCAL,signature-input,0.0524
BrowserUse_LOCAL,screen_top,0.1363
BrowserUse_LOCAL,userAgentData_fullVersionList,0.7103
BrowserUse_LOCAL,window_device_pixel_ratio,0.1556
BrowserUse_LOCAL,battery,0.1363
BrowserUse_LOCAL,resOverflow_depth,0.8548
BrowserUse_LOCAL,battery_onchargingtimechange,0.0
BrowserUse_LOCAL,userAgentData_brands,0.6431
BrowserUse_LOCAL,screen_height,0.3726
BrowserUse_LOCAL,userAgentData_formFactors,0.487
BrowserUse_LOCAL,sec-ch-ua,0.5565
BrowserUse_LOCAL,upgrade-insecure-requests,0.0
BrowserUse_LOCAL,multiMediaDevices_speakers,0.3548
BrowserUse_LOCAL,permissions_push,0.1363
BrowserUse_LOCAL,permissions_notifications,0.8
BrowserUse_LOCAL,permissions_clipboard-write,0.8
BrowserUse_LOCAL,userAgentData,0.5074
BrowserUse_LOCAL,hardwareConcurrency,0.3621
BrowserUse_LOCAL,battery_chargingTime,0.6335
BrowserUse_LOCAL,battery_charging,0.3219
BrowserUse_LOCAL,battery_dischargingTime,0.2065
BrowserUse_LOCAL,navigator_properties_hash,0.4685
BrowserUse_LOCAL,audioFormats_audio/3gpp,0.1661
BrowserUse_LOCAL,cf-ipcountry,0.0
BrowserUse_LOCAL,userAgentData_bitness,0.487
BrowserUse_LOCAL,plugins,0.3395
BrowserUse_LOCAL,window_outer_height,0.9984
BrowserUse_LOCAL,deviceMemory,0.1371
BrowserUse_LOCAL,battery_level,0.9772
BrowserUse_LOCAL,sec-fetch-site,0.0
BrowserUse_LOCAL,resOverflow_errorStacklength,0.7446
BrowserUse_LOCAL,window_inner_width,0.9984
BrowserUse_LOCAL,connection-js,0.1363
BrowserUse_LOCAL,alt-used,0.0153
BrowserUse_LOCAL,userAgent-js,0.7556
BrowserUse_LOCAL,detailChrome_sendMessage,0.229
BrowserUse_LOCAL,hasChrome,0.1363
BrowserUse_LOCAL,connection-js_rtt,0.7353
BrowserUse_LOCAL,permissions,0.0
BrowserUse_LOCAL,connection-js_downlinkMax,0.0
BrowserUse_LOCAL,cdn-loop,0.0
BrowserUse_LOCAL,audioContext_state,0.4298
BrowserUse_LOCAL,multiMediaDevices,0.0024
BrowserUse_LOCAL,detailChrome_runtime,0.229
BrowserUse_LOCAL,"videoFormats_video/ogg; codecs=""opus""",0.1363
BrowserUse_LOCAL,permissions_camera,0.8
BrowserUse_LOCAL,multiMediaDevices_webcams,0.2395
BrowserUse_LOCAL,permissions_accelerometer,0.8
BrowserUse_LOCAL,resOverflow_errorMessage,0.1363
BrowserUse_LOCAL,userAgentData_model,0.0
BrowserUse_LOCAL,videoFormats,0.0
BrowserUse_LOCAL,screen_pixel_depth,0.25
BrowserUse_LOCAL,user-agent,0.7556
BrowserUse_LOCAL,audioFormats,0.0
BrowserUse_LOCAL,screen_availWidth,0.9984
BrowserUse_LOCAL,navigator_properties,0.0
BrowserUse_LOCAL,permissions_microphone,0.8
BrowserUse_LOCAL,webDriverValue,0.3742
BrowserUse_LOCAL,sec-fetch-dest,0.0
BrowserUse_LOCAL,screen_availTop,0.9984
BrowserUse_LOCAL,window_outer_width,0.9984
BrowserUse_LOCAL,battery_ondischargingtimechange,0.0
BrowserUse_LOCAL,audioFormats_audio/aac,0.1363
BrowserUse_LOCAL,x-forwarded-proto,0.0
BrowserUse_LOCAL,gyroscope,0.1363
BrowserUse_LOCAL,accept,0.0403
BrowserUse_LOCAL,userAgentData_platformVersion,0.1782
BrowserUse_LOCAL,screen_availHeight,0.9984
BrowserUse_LOCAL,languages-js,0.2968
BrowserUse_LOCAL,audioFormats_audio/mpeg,0.1363
BrowserUse_LOCAL,platform,0.2782
BrowserUse_LOCAL,sec-ch-ua-mobile,0.1363
BrowserUse_LOCAL,timezone,0.4185
BrowserUse_LOCAL,accept-language,0.2242
BrowserUse_LOCAL,sec-ch-ua-form-factors,0.0403
BrowserUse_LOCAL,content-type,0.0
BrowserUse_LOCAL,userAgentData_platform,0.594
BrowserUse_LOCAL,detailChrome_webstore,0.1363
BrowserUse_LOCAL,audioContext,0.0
BrowserUse_LOCAL,signature-agent,0.0524
BrowserUse_LOCAL,permissions_payment-handler,0.8
BrowserUse_LOCAL,navigator_properties_total,0.4685
BrowserUse_LOCAL,detailChrome_connect,0.229
BrowserUse_LOCAL,sec-fetch-user,0.0
BrowserUse_LOCAL,battery_onlevelchange,0.0
BrowserUse_LOCAL,etsl,0.1363
BrowserUse_LOCAL,vendor,0.1363
BrowserUse_LOCAL,client_width,0.9989
BrowserUse_LOCAL,resOverflow_errorName,0.1363
BrowserUse_LOCAL,permissions_clipboard-read,0.8
BrowserUse_LOCAL,window_inner_height,0.9984
BrowserUse_LOCAL,connection-js_downlink,0.9135
BrowserUse_LOCAL,window_screenX,0.9984
BrowserUse_LOCAL,cookie_behavior,0.4379
BrowserUse_Stealth,iframeChrome,0.1352
BrowserUse_Stealth,userAgentData_mobile,0.5015
BrowserUse_Stealth,chromeRuntimeProps,0.5024
BrowserUse_Stealth,audioContext_sampleRate,0.4496
BrowserUse_Stealth,permissions_midi,0.7936
BrowserUse_Stealth,host,0.0
BrowserUse_Stealth,permissions_geolocation,0.7936
BrowserUse_Stealth,dnt,0.04
BrowserUse_Stealth,priority,0.6808
BrowserUse_Stealth,signature,0.052
BrowserUse_Stealth,screen_left,0.1352
BrowserUse_Stealth,doNotTrack,0.2187
BrowserUse_Stealth,permissions_background-sync,0.7936
BrowserUse_Stealth,detailChrome_loadTimes,0.1872
BrowserUse_Stealth,sec-fetch-mode,0.0
BrowserUse_Stealth,battery_onchargingchange,0.0
BrowserUse_Stealth,origin,0.8919
BrowserUse_Stealth,screen_availLeft,0.4722
BrowserUse_Stealth,content-length,0.9989
BrowserUse_Stealth,connection-js_saveData,0.1352
BrowserUse_Stealth,webGLRendererException,0.5729
BrowserUse_Stealth,connection,0.0
BrowserUse_Stealth,multiMediaDevices_micros,0.2332
BrowserUse_Stealth,cf-visitor,0.0
BrowserUse_Stealth,client_height,0.9169
BrowserUse_Stealth,buildID,0.1352
BrowserUse_Stealth,cf-ray,0.0
BrowserUse_Stealth,detailChrome,0.1352
BrowserUse_Stealth,sec-ch-ua-platform,0.8921
BrowserUse_Stealth,detailChrome_csi,0.1872
BrowserUse_Stealth,permissions_persistent-storage,0.7936
BrowserUse_Stealth,userAgentData_wow64,0.5015
BrowserUse_Stealth,keyboard,0.8976
BrowserUse_Stealth,userAgentData_architecture,0.6996
BrowserUse_Stealth,audioFormats_audio/x-mpegurl,0.1872
BrowserUse_Stealth,detailChrome_app,0.1872
BrowserUse_Stealth,resOverflow,0.0
BrowserUse_Stealth,audioFormats_audio/flac,0.1352
BrowserUse_Stealth,productSub,0.1352
BrowserUse_Stealth,connection-js_type,0.104
BrowserUse_Stealth,connection-js_effectiveType,0.1624
BrowserUse_Stealth,accept-encoding,0.04
BrowserUse_Stealth,screen_depth,0.5509
BrowserUse_Stealth,permissions_magnetometer,0.7936
BrowserUse_Stealth,cf-connecting-ip,0.0
BrowserUse_Stealth,screen_width,0.6631
BrowserUse_Stealth,referer,0.04
BrowserUse_Stealth,signature-input,0.052
BrowserUse_Stealth,screen_top,0.1352
BrowserUse_Stealth,userAgentData_fullVersionList,0.7521
BrowserUse_Stealth,window_device_pixel_ratio,0.5627
BrowserUse_Stealth,battery,0.1352
BrowserUse_Stealth,resOverflow_depth,0.9644
BrowserUse_Stealth,battery_onchargingtimechange,0.0
BrowserUse_Stealth,userAgentData_brands,0.6206
BrowserUse_Stealth,screen_height,0.6631
BrowserUse_Stealth,userAgentData_formFactors,0.5009
BrowserUse_Stealth,sec-ch-ua,0.552
BrowserUse_Stealth,upgrade-insecure-requests,0.0
BrowserUse_Stealth,multiMediaDevices_speakers,0.352
BrowserUse_Stealth,permissions_push,0.1352
BrowserUse_Stealth,permissions_notifications,0.7936
