Agent,attribute,value,intra_p,excl_p,v_score
Antropic Claude for Chrome,connection-js,SUPPORTED,1.0,0.1356,0.1356
Antropic Claude for Chrome,alt-used,MISSING,1.0,0.0152,0.0152
Antropic Claude for Chrome,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",1.0,0.752,0.752
Antropic Claude for Chrome,detailChrome_sendMessage,59,1.0,0.2279,0.2279
Antropic Claude for Chrome,hasChrome,True,1.0,0.1356,0.1356
Antropic Claude for Chrome,connection-js_rtt,100,0.4032,0.6573,0.265
Antropic Claude for Chrome,connection-js_rtt,150,0.2661,0.8579,0.2283
Antropic Claude for Chrome,connection-js_rtt,200,0.1129,0.8884,0.1003
Antropic Claude for Chrome,connection-js_rtt,50,0.0806,0.8427,0.068
Antropic Claude for Chrome,connection-js_rtt,550,0.0242,0.9992,0.0242
Antropic Claude for Chrome,connection-js_rtt,400,0.0242,0.9968,0.0241
Antropic Claude for Chrome,connection-js_rtt,250,0.0242,0.9928,0.024
Antropic Claude for Chrome,connection-js_rtt,450,0.0161,0.9968,0.0161
Antropic Claude for Chrome,connection-js_rtt,800,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_rtt,650,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_rtt,750,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_rtt,500,0.0081,0.9992,0.0081
Antropic Claude for Chrome,connection-js_rtt,350,0.0081,0.9984,0.0081
Antropic Claude for Chrome,permissions,SUPPORTED,1.0,0.0,0.0
Antropic Claude for Chrome,connection-js_downlinkMax,MISSING,1.0,0.0,0.0
Antropic Claude for Chrome,cdn-loop,MISSING,1.0,0.0,0.0
Antropic Claude for Chrome,audioContext_state,suspended,0.8548,0.4133,0.3533
Antropic Claude for Chrome,audioContext_state,running,0.1452,0.5867,0.0852
Antropic Claude for Chrome,multiMediaDevices,SUPPORTED,1.0,0.0024,0.0024
Antropic Claude for Chrome,detailChrome_runtime,NOT_SUPPORTED,1.0,0.2279,0.2279
Antropic Claude for Chrome,"videoFormats_video/ogg; codecs=""opus""",probably,1.0,0.1356,0.1356
Antropic Claude for Chrome,permissions_camera,prompt,1.0,0.4358,0.4358
Antropic Claude for Chrome,multiMediaDevices_webcams,1,1.0,0.2384,0.2384
Antropic Claude for Chrome,permissions_accelerometer,granted,1.0,0.5714,0.5714
Antropic Claude for Chrome,resOverflow_errorMessage,Maximum call stack size exceeded,1.0,0.1356,0.1356
Antropic Claude for Chrome,userAgentData_model,MISSING,1.0,0.0,0.0
Antropic Claude for Chrome,videoFormats,SUPPORTED,1.0,0.0,0.0
Antropic Claude for Chrome,screen_pixel_depth,24,1.0,0.2488,0.2488
Antropic Claude for Chrome,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",1.0,0.752,0.752
Antropic Claude for Chrome,audioFormats,SUPPORTED,1.0,0.0,0.0
Antropic Claude for Chrome,screen_availWidth,1920,1.0,0.4767,0.4767
Antropic Claude for Chrome,navigator_properties,SUPPORTED,1.0,0.0,0.0
Antropic Claude for Chrome,permissions_microphone,prompt,1.0,0.4358,0.4358
Antropic Claude for Chrome,webDriverValue,False,1.0,0.3724,0.3724
Antropic Claude for Chrome,sec-fetch-dest,empty,1.0,0.0,0.0
Antropic Claude for Chrome,screen_availTop,0,1.0,0.2665,0.2665
Antropic Claude for Chrome,window_outer_width,947,0.9677,0.9165,0.887
Antropic Claude for Chrome,window_outer_width,1854,0.0323,1.0,0.0323
Antropic Claude for Chrome,battery_ondischargingtimechange,MISSING,1.0,0.0,0.0
Antropic Claude for Chrome,audioFormats_audio/aac,probably,1.0,0.1356,0.1356
Antropic Claude for Chrome,x-forwarded-proto,https,1.0,0.0,0.0
Antropic Claude for Chrome,gyroscope,True,1.0,0.1356,0.1356
Antropic Claude for Chrome,accept,*/*,1.0,0.0401,0.0401
Antropic Claude for Chrome,userAgentData_platformVersion,MISSING,1.0,0.1774,0.1774
Antropic Claude for Chrome,screen_availHeight,1080,1.0,0.573,0.573
Antropic Claude for Chrome,languages-js,"fr-FR,fr,en-US,en",0.9758,0.992,0.968
Antropic Claude for Chrome,languages-js,fr-FR,0.0242,0.992,0.024
Antropic Claude for Chrome,audioFormats_audio/mpeg,probably,1.0,0.1356,0.1356
Antropic Claude for Chrome,platform,Linux x86_64,1.0,0.2769,0.2769
Antropic Claude for Chrome,sec-ch-ua-mobile,?0,1.0,0.1356,0.1356
Antropic Claude for Chrome,timezone,-60,1.0,0.4165,0.4165
Antropic Claude for Chrome,accept-language,"fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7",0.9758,0.992,0.968
Antropic Claude for Chrome,accept-language,"fr-FR,fr;q=0.9",0.0242,1.0,0.0242
Antropic Claude for Chrome,sec-ch-ua-form-factors,MISSING,1.0,0.0401,0.0401
Antropic Claude for Chrome,content-type,application/json,1.0,0.0,0.0
Antropic Claude for Chrome,userAgentData_platform,Linux,0.8145,0.6164,0.502
Antropic Claude for Chrome,userAgentData_platform,MISSING,0.1855,0.5562,0.1032
Antropic Claude for Chrome,detailChrome_webstore,NOT_SUPPORTED,1.0,0.1356,0.1356
Antropic Claude for Chrome,audioContext,SUPPORTED,1.0,0.0,0.0
Antropic Claude for Chrome,signature-agent,MISSING,1.0,0.0522,0.0522
Antropic Claude for Chrome,permissions_payment-handler,granted,1.0,0.5714,0.5714
Antropic Claude for Chrome,navigator_properties_total,79,1.0,0.4663,0.4663
Antropic Claude for Chrome,detailChrome_connect,55,1.0,0.2279,0.2279
Antropic Claude for Chrome,sec-fetch-user,MISSING,1.0,0.0,0.0
Antropic Claude for Chrome,battery_onlevelchange,MISSING,1.0,0.0,0.0
Antropic Claude for Chrome,etsl,33,1.0,0.1356,0.1356
Antropic Claude for Chrome,vendor,Google Inc.,1.0,0.1356,0.1356
Antropic Claude for Chrome,client_width,517,0.7823,1.0,0.7823
Antropic Claude for Chrome,client_width,532,0.1855,1.0,0.1855
Antropic Claude for Chrome,client_width,1182,0.0242,1.0,0.0242
Antropic Claude for Chrome,client_width,1444,0.0081,1.0,0.0081
Antropic Claude for Chrome,resOverflow_errorName,RangeError,1.0,0.1356,0.1356
Antropic Claude for Chrome,permissions_clipboard-read,prompt,1.0,0.5714,0.5714
Antropic Claude for Chrome,window_inner_height,927,0.9274,0.992,0.92
Antropic Claude for Chrome,window_inner_height,875,0.0565,1.0,0.0565
Antropic Claude for Chrome,window_inner_height,924,0.0081,1.0,0.0081
Antropic Claude for Chrome,window_inner_height,877,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,10,0.121,0.9278,0.1122
Antropic Claude for Chrome,connection-js_downlink,3.45,0.0403,1.0,0.0403
Antropic Claude for Chrome,connection-js_downlink,1.65,0.0323,0.9077,0.0293
Antropic Claude for Chrome,connection-js_downlink,1.6,0.0242,0.9005,0.0218
Antropic Claude for Chrome,connection-js_downlink,1.45,0.0242,0.8844,0.0214
Antropic Claude for Chrome,connection-js_downlink,1.75,0.0242,0.9157,0.0222
Antropic Claude for Chrome,connection-js_downlink,1.35,0.0242,0.9823,0.0238
Antropic Claude for Chrome,connection-js_downlink,4.1,0.0242,1.0,0.0242
Antropic Claude for Chrome,connection-js_downlink,3.85,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,1.25,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,0.8,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,7.1,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,3.2,0.0161,0.9992,0.0161
Antropic Claude for Chrome,connection-js_downlink,4.25,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,3,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,1.8,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,1.55,0.0161,0.8868,0.0143
Antropic Claude for Chrome,connection-js_downlink,3.95,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,5.2,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,3.3,0.0161,0.9992,0.0161
Antropic Claude for Chrome,connection-js_downlink,6,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,4.15,0.0161,1.0,0.0161
Antropic Claude for Chrome,connection-js_downlink,4.65,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,1,0.0081,0.9992,0.0081
Antropic Claude for Chrome,connection-js_downlink,0.45,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,0.5,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,5.35,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,5,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,8.25,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,6.1,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,4.2,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,4.6,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,7.3,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,9.95,0.0081,0.9992,0.0081
Antropic Claude for Chrome,connection-js_downlink,6.45,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,6.15,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,8.05,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,7.2,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,1.4,0.0081,0.9671,0.0078
Antropic Claude for Chrome,connection-js_downlink,1.5,0.0081,0.878,0.0071
Antropic Claude for Chrome,connection-js_downlink,9.25,0.0081,0.9992,0.0081
Antropic Claude for Chrome,connection-js_downlink,2.25,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,1.7,0.0081,0.9173,0.0074
Antropic Claude for Chrome,connection-js_downlink,3.5,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,1.3,0.0081,0.9856,0.0079
Antropic Claude for Chrome,connection-js_downlink,4.9,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,9.1,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,8.2,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,5.45,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,6.55,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,2.15,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,4.55,0.0081,0.9992,0.0081
Antropic Claude for Chrome,connection-js_downlink,4.75,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,2.55,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,8.1,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,2.65,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,9.6,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,2.5,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,3.55,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,5.6,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,5.95,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,9.9,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,4.45,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,9.2,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,3.15,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,4.35,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,2.75,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,5.55,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,9.5,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,7.5,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,5.05,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,3.65,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,9.65,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,1.9,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,3.75,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,7.25,0.0081,1.0,0.0081
Antropic Claude for Chrome,connection-js_downlink,7.35,0.0081,0.9992,0.0081
Antropic Claude for Chrome,connection-js_downlink,6.85,0.0081,0.9992,0.0081
Antropic Claude for Chrome,connection-js_downlink,5.9,0.0081,1.0,0.0081
Antropic Claude for Chrome,window_screenX,0,1.0,0.3604,0.3604
Antropic Claude for Chrome,cookie_behavior,SHARED_WITH_HUMAN,1.0,1.0,1.0
Skyvern,iframeChrome,object,1.0,0.1452,0.1452
Skyvern,userAgentData_mobile,False,0.6505,0.433,0.2817
Skyvern,userAgentData_mobile,MISSING,0.3495,0.567,0.1982
Skyvern,chromeRuntimeProps,NOT_SUPPORTED,0.6505,0.3746,0.2437
Skyvern,chromeRuntimeProps,MISSING,0.3495,0.6254,0.2186
Skyvern,audioContext_sampleRate,44100,1.0,0.6942,0.6942
Skyvern,permissions_midi,prompt,1.0,0.4665,0.4665
Skyvern,host,api.example.org,1.0,0.0,0.0
Skyvern,permissions_geolocation,prompt,1.0,0.5095,0.5095
Skyvern,dnt,MISSING,1.0,0.043,0.043
Skyvern,priority,MISSING,1.0,0.7311,0.7311
Skyvern,signature,MISSING,1.0,0.0558,0.0558
Skyvern,screen_left,MISSING,1.0,0.1452,0.1452
Skyvern,doNotTrack,NC,1.0,0.0722,0.0722
Skyvern,permissions_background-sync,granted,1.0,0.6117,0.6117
Skyvern,detailChrome_loadTimes,37,1.0,0.201,0.201
Skyvern,sec-fetch-mode,cors,1.0,0.0,0.0
Skyvern,battery_onchargingchange,MISSING,1.0,0.0,0.0
Skyvern,origin,https://example.org,0.1748,0.8565,0.1497
Skyvern,origin,https://site4.example.org,0.1456,0.8806,0.1282
Skyvern,origin,https://site8.example.org,0.1456,0.8806,0.1282
Skyvern,origin,https://site3.example.org,0.0971,0.9046,0.0878
Skyvern,origin,https://site1.example.org,0.0728,0.9124,0.0664
Skyvern,origin,https://site2.example.org,0.0728,0.9115,0.0664
Skyvern,origin,https://site5.example.org,0.0728,0.9115,0.0664
Skyvern,origin,https://site6.example.org,0.0728,0.9064,0.066
Skyvern,origin,https://site7.example.org,0.0728,0.9201,0.067
Skyvern,origin,https://site9.example.org,0.0728,0.9158,0.0667
Skyvern,screen_availLeft,0,1.0,0.2405,0.2405
Skyvern,content-length,35588.0,0.2476,0.9991,0.2474
Skyvern,content-length,35589.0,0.2282,1.0,0.2282
Skyvern,content-length,34213.0,0.1359,1.0,0.1359
Skyvern,content-length,34212.0,0.1117,1.0,0.1117
Skyvern,content-length,35546.0,0.0874,1.0,0.0874
Skyvern,content-length,35547.0,0.0583,1.0,0.0583
Skyvern,content-length,34211.0,0.0534,1.0,0.0534
Skyvern,content-length,34215.0,0.034,1.0,0.034
Skyvern,content-length,35558.0,0.0194,1.0,0.0194
Skyvern,content-length,34210.0,0.0146,1.0,0.0146
Skyvern,content-length,35557.0,0.0097,1.0,0.0097
Skyvern,connection-js_saveData,False,1.0,0.1452,0.1452
Skyvern,webGLRendererException,t7TqrxctHGyb,0.6505,0.4691,0.3051
Skyvern,webGLRendererException,MISSING,0.3495,0.683,0.2387
Skyvern,connection,MISSING,1.0,0.0,0.0
Skyvern,multiMediaDevices_micros,0,1.0,0.9373,0.9373
Skyvern,cf-visitor,MISSING,1.0,0.0,0.0
Skyvern,client_height,2356,0.5728,1.0,0.5728
Skyvern,client_height,127,0.2913,0.823,0.2397
Skyvern,client_height,27,0.0583,0.9296,0.0541
Skyvern,client_height,2374,0.0437,1.0,0.0437
Skyvern,client_height,2392,0.034,1.0,0.034
Skyvern,buildID,NOT_SUPPORTED,1.0,0.1452,0.1452
Skyvern,cf-ray,MISSING,1.0,0.0,0.0
Skyvern,detailChrome,SUPPORTED,1.0,0.1452,0.1452
Skyvern,sec-ch-ua-platform,"""Linux""",1.0,0.4991,0.4991
Skyvern,detailChrome_csi,37,1.0,0.201,0.201
Skyvern,permissions_persistent-storage,prompt,1.0,0.4665,0.4665
Skyvern,userAgentData_wow64,False,0.6505,0.433,0.2817
Skyvern,userAgentData_wow64,MISSING,0.3495,0.567,0.1982
Skyvern,keyboard,"`\[],0123456789=<abcdefghijklmnopqrstuvwxyz-.';/",1.0,0.6074,0.6074
Skyvern,userAgentData_architecture,x86,0.6505,0.5481,0.3565
Skyvern,userAgentData_architecture,MISSING,0.3495,0.567,0.1982
Skyvern,audioFormats_audio/x-mpegurl,maybe,1.0,0.201,0.201
Skyvern,detailChrome_app,35,1.0,0.201,0.201
Skyvern,resOverflow,SUPPORTED,1.0,0.0,0.0
Skyvern,audioFormats_audio/flac,probably,1.0,0.1452,0.1452
Skyvern,productSub,20030107,1.0,0.1452,0.1452
Skyvern,connection-js_type,MISSING,1.0,0.1117,0.1117
Skyvern,connection-js_effectiveType,4g,0.9078,0.1581,0.1435
Skyvern,connection-js_effectiveType,3g,0.0922,0.9871,0.091
Skyvern,accept-encoding,"gzip, deflate, br, zstd",1.0,0.043,0.043
Skyvern,screen_depth,16,1.0,1.0,1.0
Skyvern,permissions_magnetometer,granted,1.0,0.6117,0.6117
Skyvern,cf-connecting-ip,MISSING,1.0,0.0,0.0
Skyvern,screen_width,1920,1.0,0.3969,0.3969
Skyvern,referer,INTERNAL,1.0,0.043,0.043
Skyvern,signature-input,MISSING,1.0,0.0558,0.0558
Skyvern,screen_top,MISSING,1.0,0.1452,0.1452
Skyvern,userAgentData_fullVersionList,Chromium:144.0.7559.97|Microsoft Edge:144.0.3719.92|Not(A:Brand:8.0.0.0,0.6214,1.0,0.6214
Skyvern,userAgentData_fullVersionList,MISSING,0.3495,0.5309,0.1856
Skyvern,userAgentData_fullVersionList,Chromium:143.0.7499.193|Microsoft Edge:143.0.3650.139|Not A(Brand:24.0.0.0,0.0291,1.0,0.0291
Skyvern,window_device_pixel_ratio,1.0,1.0,0.1658,0.1658
Skyvern,battery,SUPPORTED,1.0,0.1452,0.1452
Skyvern,resOverflow_depth,8936,0.6214,1.0,0.6214
Skyvern,resOverflow_depth,8924,0.1845,0.9639,0.1778
Skyvern,resOverflow_depth,8925,0.1068,0.9055,0.0967
Skyvern,resOverflow_depth,8913,0.0583,1.0,0.0583
Skyvern,resOverflow_depth,8935,0.0291,1.0,0.0291
Skyvern,battery_onchargingtimechange,MISSING,1.0,0.0,0.0
Skyvern,userAgentData_brands,Chromium:144|Microsoft Edge:144|Not(A:Brand:8,0.6214,1.0,0.6214
Skyvern,userAgentData_brands,MISSING,0.3495,0.567,0.1982
Skyvern,userAgentData_brands,Chromium:143|Microsoft Edge:143|Not A(Brand:24,0.0291,1.0,0.0291
Skyvern,screen_height,1080,1.0,0.3969,0.3969
Skyvern,userAgentData_formFactors,Desktop,0.6505,0.4691,0.3051
Skyvern,userAgentData_formFactors,MISSING,0.3495,0.5309,0.1856
Skyvern,sec-ch-ua,"""Not(A:Brand"";v=""8"", ""Chromium"";v=""144"", ""Microsoft Edge"";v=""144""",0.9709,1.0,0.9709
Skyvern,sec-ch-ua,"""Microsoft Edge"";v=""143"", ""Chromium"";v=""143"", ""Not A(Brand"";v=""24""",0.0291,1.0,0.0291
Skyvern,upgrade-insecure-requests,MISSING,1.0,0.0,0.0
Skyvern,multiMediaDevices_speakers,0,1.0,0.8015,0.8015
Skyvern,permissions_push,NOT_SUPPORTED,1.0,0.1452,0.1452
Skyvern,permissions_notifications,denied,1.0,0.9442,0.9442
Skyvern,permissions_clipboard-write,granted,1.0,0.6117,0.6117
Skyvern,userAgentData,SUPPORTED,0.6505,0.433,0.2817
Skyvern,userAgentData,MISSING,0.3495,0.683,0.2387
Skyvern,hardwareConcurrency,32,1.0,0.9957,0.9957
Skyvern,battery_chargingTime,0,1.0,0.433,0.433
Skyvern,battery_charging,True,1.0,0.2646,0.2646
Skyvern,battery_dischargingTime,MISSING,1.0,0.1074,0.1074
Skyvern,navigator_properties_hash,XY0_CstcP1u9,1.0,0.4991,0.4991
Skyvern,audioFormats_audio/3gpp,maybe,1.0,1.0,1.0
Skyvern,cf-ipcountry,MISSING,1.0,0.0,0.0
Skyvern,userAgentData_bitness,64,0.6505,0.4691,0.3051
Skyvern,userAgentData_bitness,MISSING,0.3495,0.5309,0.1856
Skyvern,plugins,none,1.0,0.957,0.957
Skyvern,window_outer_height,1211,1.0,1.0,1.0
Skyvern,deviceMemory,8.0,1.0,0.146,0.146
Skyvern,battery_level,1,1.0,0.5095,0.5095
Skyvern,sec-fetch-site,same-site,1.0,0.0,0.0
Skyvern,resOverflow_errorStacklength,873,0.4757,0.6701,0.3188
Skyvern,resOverflow_errorStacklength,1008,0.3107,0.805,0.2501
Skyvern,resOverflow_errorStacklength,819,0.1748,0.9098,0.159
Skyvern,resOverflow_errorStacklength,1074,0.0388,0.9287,0.0361
Skyvern,window_inner_width,1920,1.0,0.8969,0.8969
Skyvern,connection-js,SUPPORTED,1.0,0.1452,0.1452
Skyvern,alt-used,MISSING,1.0,0.0163,0.0163
Skyvern,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",0.9709,1.0,0.9709
Skyvern,userAgent-js,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",0.0291,1.0,0.0291
Skyvern,detailChrome_sendMessage,59,1.0,0.244,0.244
Skyvern,hasChrome,True,1.0,0.1452,0.1452
Skyvern,connection-js_rtt,100,0.7233,0.7182,0.5195
Skyvern,connection-js_rtt,150,0.0631,0.8308,0.0524
Skyvern,connection-js_rtt,200,0.0583,0.8789,0.0512
Skyvern,connection-js_rtt,300,0.0388,1.0,0.0388
Skyvern,connection-js_rtt,250,0.0388,0.9966,0.0387
Skyvern,connection-js_rtt,400,0.0194,0.9974,0.0194
Skyvern,connection-js_rtt,450,0.0194,0.9983,0.0194
Skyvern,connection-js_rtt,50,0.0194,0.8265,0.016
Skyvern,connection-js_rtt,350,0.0097,0.9991,0.0097
Skyvern,connection-js_rtt,550,0.0049,0.9974,0.0048
Skyvern,connection-js_rtt,500,0.0049,0.9991,0.0049
Skyvern,permissions,SUPPORTED,1.0,0.0,0.0
Skyvern,connection-js_downlinkMax,MISSING,1.0,0.0,0.0
Skyvern,cdn-loop,MISSING,1.0,0.0,0.0
Skyvern,audioContext_state,running,0.9417,0.7088,0.6675
Skyvern,audioContext_state,suspended,0.0583,0.2912,0.017
Skyvern,multiMediaDevices,SUPPORTED,1.0,0.0026,0.0026
Skyvern,detailChrome_runtime,NOT_SUPPORTED,1.0,0.244,0.244
Skyvern,"videoFormats_video/ogg; codecs=""opus""",probably,1.0,0.1452,0.1452
Skyvern,permissions_camera,prompt,1.0,0.4665,0.4665
Skyvern,multiMediaDevices_webcams,0,1.0,0.9244,0.9244
Skyvern,permissions_accelerometer,granted,1.0,0.6117,0.6117
Skyvern,resOverflow_errorMessage,Maximum call stack size exceeded,1.0,0.1452,0.1452
Skyvern,userAgentData_model,MISSING,1.0,0.0,0.0
Skyvern,videoFormats,SUPPORTED,1.0,0.0,0.0
Skyvern,screen_pixel_depth,16,1.0,1.0,1.0
Skyvern,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",0.9709,1.0,0.9709
Skyvern,user-agent,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",0.0291,1.0,0.0291
Skyvern,audioFormats,SUPPORTED,1.0,0.0,0.0
Skyvern,screen_availWidth,1920,1.0,0.5103,0.5103
Skyvern,navigator_properties,SUPPORTED,1.0,0.0,0.0
Skyvern,permissions_microphone,prompt,1.0,0.4665,0.4665
Skyvern,webDriverValue,False,1.0,0.3986,0.3986
Skyvern,sec-fetch-dest,empty,1.0,0.0,0.0
Skyvern,screen_availTop,0,1.0,0.2852,0.2852
Skyvern,window_outer_width,1928,1.0,1.0,1.0
Skyvern,battery_ondischargingtimechange,MISSING,1.0,0.0,0.0
Skyvern,audioFormats_audio/aac,probably,1.0,0.1452,0.1452
Skyvern,x-forwarded-proto,https,1.0,0.0,0.0
Skyvern,gyroscope,True,1.0,0.1452,0.1452
Skyvern,accept,*/*,1.0,0.043,0.043
Skyvern,userAgentData_platformVersion,MISSING,0.9709,0.1847,0.1793
Skyvern,userAgentData_platformVersion,6.12.64,0.0291,1.0,0.0291
Skyvern,screen_availHeight,1080,1.0,0.6134,0.6134
Skyvern,languages-js,"en-US,en",1.0,0.3162,0.3162
Skyvern,audioFormats_audio/mpeg,probably,1.0,0.1452,0.1452
Skyvern,platform,Linux x86_64,1.0,0.2964,0.2964
Skyvern,sec-ch-ua-mobile,?0,1.0,0.1452,0.1452
Skyvern,timezone,300,1.0,0.9296,0.9296
Skyvern,accept-language,"en-US,en;q=0.9",1.0,0.2388,0.2388
Skyvern,sec-ch-ua-form-factors,MISSING,1.0,0.043,0.043
Skyvern,content-type,application/json,1.0,0.0,0.0
Skyvern,userAgentData_platform,Linux,0.6505,0.6177,0.4018
Skyvern,userAgentData_platform,MISSING,0.3495,0.567,0.1982
Skyvern,detailChrome_webstore,NOT_SUPPORTED,1.0,0.1452,0.1452
Skyvern,audioContext,SUPPORTED,1.0,0.0,0.0
Skyvern,signature-agent,MISSING,1.0,0.0558,0.0558
Skyvern,permissions_payment-handler,granted,1.0,0.6117,0.6117
Skyvern,navigator_properties_total,79,1.0,0.4991,0.4991
Skyvern,detailChrome_connect,55,1.0,0.244,0.244
Skyvern,sec-fetch-user,MISSING,1.0,0.0,0.0
Skyvern,battery_onlevelchange,MISSING,1.0,0.0,0.0
Skyvern,etsl,33,1.0,0.1452,0.1452
Skyvern,vendor,Google Inc.,1.0,0.1452,0.1452
Skyvern,client_width,1889,0.6505,0.9424,0.613
Skyvern,client_width,1904,0.3495,0.9545,0.3336
Skyvern,resOverflow_errorName,RangeError,1.0,0.1452,0.1452
Skyvern,permissions_clipboard-read,prompt,1.0,0.6117,0.6117
Skyvern,window_inner_height,1080,1.0,1.0,1.0
Skyvern,connection-js_downlink,1.45,0.199,0.9089,0.1809
Skyvern,connection-js_downlink,1.4,0.1553,0.9914,0.154
Skyvern,connection-js_downlink,1.55,0.1553,0.9046,0.1405
Skyvern,connection-js_downlink,1.5,0.1262,0.8909,0.1124
Skyvern,connection-js_downlink,1.35,0.0777,0.9923,0.0771
Skyvern,connection-js_downlink,1.6,0.0728,0.9038,0.0658
Skyvern,connection-js_downlink,1.3,0.0583,0.994,0.0579
Skyvern,connection-js_downlink,10,0.0485,0.9184,0.0446
Skyvern,connection-js_downlink,1.65,0.0243,0.9021,0.0219
Skyvern,connection-js_downlink,1.75,0.0194,0.9107,0.0177
Skyvern,connection-js_downlink,1.7,0.0194,0.9141,0.0177
Skyvern,connection-js_downlink,3.35,0.0097,1.0,0.0097
Skyvern,connection-js_downlink,9,0.0097,1.0,0.0097
